SPECIES_CODE,SCI_NAME,PRIMARY_COM_NAME
nezfan1,Rhipidura_fuliginosa,New_Zealand_Fantail
nezpig3,Hemiphaga_chathamensis,Chatham_Island_Pigeon
niakin1,Todiramphus_gertrudae,Niau_Kingfisher
nicgra1,Quiscalus_nicaraguensis,Nicaraguan_Grackle
nicwre1,Thryophilus_nicefori,Niceforo's_Wren
nigwre1,Microcerculus_philomela,Nightingale_Wren
nihfin,Telespiza_ultima,Nihoa_Finch
nisfin1,Sporophila_nuttingi,Nicaraguan_Seed-Finch
niuscr1,Megapodius_pritchardii,Niuafoou_Scrubfowl
nobsni1,Gallinago_nobilis,Noble_Snipe
nobtyr,Camptostoma_imberbe,Northern_Beardless-Tyrannulet
nobwoo1,Dendrocolaptes_sanctithomae,Northern_Barred-Woodcreeper
noccur1,Nothocrax_urumutum,Nocturnal_Curassow
nohowl,Surnia_ulula,Northern_Hawk_Owl
nopowl,Glaucidium_gnoma,Northern_Pygmy-Owl
norben1,Oncostoma_cinereigulare,Northern_Bentbill
norbob,Colinus_virginianus,Northern_Bobwhite
norcar,Cardinalis_cardinalis,Northern_Cardinal
norcro,Corvus_caurinus,Northwestern_Crow
norela1,Elaenia_ridleyana,Noronha_Elaenia
norfli,Colaptes_auratus,Northern_Flicker
norful,Fulmarus_glacialis,Northern_Fulmar
norgan,Morus_bassanus,Northern_Gannet
norgip1,Macronectes_halli,Northern_Giant-Petrel
norgos,Accipiter_gentilis,Northern_Goshawk
norhar,Circus_cyaneus,Northern_Harrier
norjac,Jacana_spinosa,Northern_Jacana
norlap,Vanellus_vanellus,Northern_Lapwing
normoc,Mimus_polyglottos,Northern_Mockingbird
norpar,Setophaga_americana,Northern_Parula
norpin,Anas_acuta,Northern_Pintail
norpot1,Nyctibius_jamaicensis,Northern_Potoo
norscr1,Chauna_chavaria,Northern_Screamer
norsho,Anas_clypeata,Northern_Shoveler
norshr,Lanius_excubitor,Northern_Shrike
norsla1,Thamnophilus_punctatus,Northern_Slaty-Antshrike
norvir1,Vireo_gracilirostris,Noronha_Vireo
norwah1,Foulehaio_taviuensis,Northern_Wattled-Honeyeater
norwat,Parkesia_noveboracensis,Northern_Waterthrush
norwhe,Oenanthe_oenanthe,Northern_Wheatear
nosfly1,Sublegatus_arenarum,Northern_Scrub-Flycatcher
nrwswa,Stelgidopteryx_serripennis,Northern_Rough-winged_Swallow
nstspa,Ammodramus_nelsoni,Nelson's_Sparrow
nswowl,Aegolius_acadicus,Northern_Saw-whet_Owl
nutfly,Myiarchus_nuttingi,Nutting's_Flycatcher
nutman,Lonchura_punctulata,Scaly-breasted_Munia
nutwoo,Picoides_nuttallii,Nuttall's_Woodpecker
oahama,Chlorodrepanis_flava,Oahu_Amakihi
oaktit,Baeolophus_inornatus,Oak_Titmouse
oashum1,Rhodopis_vesper,Oasis_Hummingbird
oaxspa1,Aimophila_notosticta,Oaxaca_Sparrow
obbfin1,Atlapetes_semirufus,Ochre-breasted_Brushfinch
obfgle2,Anabacerthia_lichtensteini,Ochre-breasted_Foliage-gleaner
obfgle3,Automolus_infuscatus,Olive-backed_Foliage-gleaner
obnthr1,Catharus_aurantiirostris,Orange-billed_Nightingale-Thrush
obqdov1,Leptotrygon_veraguensis,Olive-backed_Quail-Dove
ocbant1,Grallaricula_flavirostris,Ochre-breasted_Antpitta
ocbdov1,Leptotila_ochraceiventris,Ochre-bellied_Dove
ocbfly1,Mionectes_oleagineus,Ochre-bellied_Flycatcher
ocbfly2,Nephelomyias_ochraceiventris,Ochraceous-breasted_Flycatcher
ocbpip1,Anthus_nattereri,Ochre-breasted_Pipit
ocbtan1,Chlorothraupis_stolzmanni,Ochre-breasted_Tanager
ocbthi1,Asthenes_coryi,Ochre-browed_Thistletail
occpic1,Picumnus_temminckii,Ochre-collared_Piculet
occspi1,Synallaxis_scutata,Ochre-cheeked_Spinetail
oceant1,Phaenostictus_mcleannani,Ocellated_Antbird
ocecra1,Micropygia_schomburgkii,Ocellated_Crake
ocepic2,Picumnus_dorbignyanus,Ocellated_Piculet
ocepoo1,Nyctiphrynus_ocellatus,Ocellated_Poorwill
ocequa1,Cyrtonyx_ocellatus,Ocellated_Quail
ocetap1,Acropternis_orthonyx,Ocellated_Tapaculo
ocethr1,Toxostoma_ocellatum,Ocellated_Thrasher
ocetur1,Meleagris_ocellata,Ocellated_Turkey
ocewoo1,Xiphorhynchus_ocellatus,Ocellated_Woodcreeper
ocfant1,Grallaricula_ochraceifrons,Ochre-fronted_Antpitta
ocftap1,Eugralla_paradoxa,Ochre-flanked_Tapaculo
ocftof1,Poecilotriccus_plumbeiceps,Ochre-faced_Tody-Flycatcher
ochatt1,Attila_torridus,Ochraceous_Attila
ochpew1,Contopus_ochraceus,Ochraceous_Pewee
ochpic1,Picumnus_limae,Ochraceous_Piculet
ochwre1,Troglodytes_ochraceus,Ochraceous_Wren
ocrant1,Drymophila_ochropyga,Ochre-rumped_Antbird
ocsant1,Grallaria_dignissima,Ochre-striped_Antpitta
ofyfin1,Sicalis_columbiana,Orange-fronted_Yellow-Finch
ogemon1,Mayrornis_versicolor,Ogea_Monarch
oilbir1,Steatornis_caripensis,Oilbird
olbeup1,Euphonia_gouldi,Olive-backed_Euphonia
olbpip,Anthus_hodgsoni,Olive-backed_Pipit
olbtan1,Mitrospingus_oleagineus,Olive-backed_Tanager
olbwoo1,Xiphorhynchus_triangularis,Olive-backed_Woodcreeper
olccre1,Melanopareia_maximiliani,Olive-crowned_Crescentchest
olcfly1,Myiophobus_cryptoxanthus,Olive-chested_Flycatcher
olcwar1,Setophaga_pityophila,Olive-capped_Warbler
olcyel1,Geothlypis_semiflava,Olive-crowned_Yellowthroat
olehem1,Hemispingus_frontalis,Oleaginous_Hemispingus
olgtan1,Orthogonys_chloricterus,Olive-green_Tanager
olgtyr1,Phylloscartes_virescens,Olive-green_Tyrannulet
oliela1,Elaenia_mesoleuca,Olivaceous_Elaenia
olifin1,Arremon_castaneiceps,Olive_Finch
olifla1,Rhynchocyclus_olivaceus,Olivaceous_Flatbill
olifly2,Mitrephanes_olivaceus,Olive_Flycatcher
oligre1,Hylophilus_olivaceus,Olivaceous_Greenlet
oliman2,Xenopipo_uniformis,Olive_Manakin
olioro1,Psarocolius_bifasciatus,Olive_Oropendola
olipic1,Picumnus_olivaceus,Olivaceous_Piculet
olipih2,Snowornis_cryptolophus,Olivaceous_Piha
olisis1,Spinus_olivaceus,Olivaceous_Siskin
olispa,Arremonops_rufivirgatus,Olive_Sparrow
olispi1,Cranioleuca_obsoleta,Olive_Spinetail
olitan1,Chlorothraupis_carmioli,Carmiol's_Tanager
olitho1,Chalcostigma_olivaceum,Olivaceous_Thornbill
oliwar,Peucedramus_taeniatus,Olive_Warbler
oliwoo1,Sittasomus_griseicapillus,Olivaceous_Woodcreeper
olrcin1,Cinclodes_olrogi,Olrog's_Cinclodes
olrgul1,Larus_atlanticus,Olrog's_Gull
olsfly,Contopus_cooperi,Olive-sided_Flycatcher
olsfly1,Mionectes_olivaceus,Olive-striped_Flycatcher
olshum1,Leucippus_chlorocercus,Olive-spotted_Hummingbird
oltpar1,Eupsittula_nana,Olive-throated_Parakeet
omao,Myadestes_obscurus,Omao
oncbec1,Pachyramphus_homochrous,One-colored_Becard
ongtyr1,Muscisaxicola_flavinucha,Ochre-naped_Ground-Tyrant
opcman1,Lepidothrix_iris,Opal-crowned_Manakin
opctan1,Tangara_callophrys,Opal-crowned_Tanager
oprtan1,Tangara_velia,Opal-rumped_Tanager
orabis1,Euplectes_franciscanus,Northern_Red_Bishop
oradov1,Ptilinopus_victor,Orange_Dove
orange1,Euneornis_campestris,Orangequit
oraori1,Icterus_auratus,Orange_Oriole
orbant1,Terenura_sicki,Orange-bellied_Antwren
orbbun1,Passerina_leclancherii,Orange-breasted_Bunting
orbeup1,Euphonia_xanthogaster,Orange-bellied_Euphonia
orbfal1,Falco_deiroleucus,Orange-breasted_Falcon
orbfly1,Nephelomyias_lintoni,Orange-banded_Flycatcher
orbfru1,Pipreola_jucunda,Orange-breasted_Fruiteater
orbhem1,Hemispingus_calophrys,Orange-browed_Hemispingus
orbman1,Lepidothrix_suavissima,Orange-bellied_Manakin
orbmyz1,Myzomela_jugularis,Orange-breasted_Myzomela
orbspa1,Arremon_aurantiirostris,Orange-billed_Sparrow
orbtho1,Phacellodomus_ferrugineigula,Orange-breasted_Thornbird
orbtro1,Trogon_aurantiiventris,Orange-bellied_Trogon
orbtro3,Icterus_croconotus,Orange-backed_Troupial
orceup1,Euphonia_saturata,Orange-crowned_Euphonia
orcfly1,Myiophobus_phoenicomitra,Orange-crested_Flycatcher
orcman1,Manacus_aurantiacus,Orange-collared_Manakin
orcman3,Heterocercus_aurantiivertex,Orange-crowned_Manakin
orcori,Icterus_spurius,Orchard_Oriole
orcori1,Icterus_auricapillus,Orange-crowned_Oriole
orcpar,Brotogeris_jugularis,Orange-chinned_Parakeet
orcpar2,Pyrilia_barrabandi,Orange-cheeked_Parrot
orcwar,Oreothlypis_celata,Orange-crowned_Warbler
orcwax,Estrilda_melpoda,Orange-cheeked_Waxbill
orefly1,Tolmomyias_traylori,Orange-eyed_Flycatcher
oretan1,Chlorochrysa_calliparaea,Orange-eared_Tanager
oretho1,Phacellodomus_erythrophthalmus,Orange-eyed_Thornbird
orfbar1,Capito_squamatus,Orange-fronted_Barbet
orfpar,Eupsittula_canicularis,Orange-fronted_Parakeet
orfplu2,Metopothrix_aurantiaca,Orange-fronted_Plushcrown
orheag1,Spizaetus_ornatus,Ornate_Hawk-Eagle
orhtan1,Thlypopsis_sordida,Orange-headed_Tanager
oribla1,Gymnomystax_mexicanus,Oriole_Blackbird
oricuc2,Cuculus_optatus,Oriental_Cuckoo
origoo1,Oressochen_jubatus,Orinoco_Goose
origre,Chloris_sinica,Oriental_Greenfinch
oripic1,Picumnus_pumilus,Orinoco_Piculet
orisal1,Saltator_orenocensis,Orinocan_Saltator
orisof1,Thripophaga_cherriei,Orinoco_Softtail
oriwar1,Teretistris_fornsi,Oriente_Warbler
ornant1,Epinecrophylla_ornata,Ornate_Antwren
ornfly1,Myiotriccus_ornatus,Ornate_Flycatcher
orntin1,Nothoprocta_ornata,Ornate_Tinamou
ortdov,Streptopelia_orientalis,Oriental_Turtle-Dove
ortsun1,Heliangelus_mavors,Orange-throated_Sunangel
orttan1,Wetmorethraupis_sterrhopteron,Orange-throated_Tanager
orwpar,Amazona_amazonica,Orange-winged_Parrot
osprey,Pandion_haliaetus,Osprey
ou,Psittirostra_psittacea,Ou
oustyr1,Phylloscartes_oustaleti,Oustalet's_Tyrannulet
ovenbi1,Seiurus_aurocapilla,Ovenbird
pabant1,Grallaria_carrikeri,Pale-billed_Antpitta
pabcra,Mustelirallus_erythrops,Paint-billed_Crake
pabduc1,Anas_superciliosa,Pacific_Black_Duck
pabher1,Phaethornis_anthophilus,Pale-bellied_Hermit
pabhor2,Furnarius_torridus,Pale-billed_Hornero
pabmou1,Rhytipterna_immunda,Pale-bellied_Mourner
pabsee1,Sporophila_peruviana,Parrot-billed_Seedeater
pabspi1,Synallaxis_albescens,Pale-breasted_Spinetail
pabthr1,Turdus_leucomelas,Pale-breasted_Thrush
pabtin1,Crypturellus_transfasciatus,Pale-browed_Tinamou
pabtre1,Cichlocolaptes_leucophrus,Pale-browed_Treehunter
pabwoo1,Campephilus_guatemalensis,Pale-billed_Woodpecker
pacant,Myrmotherula_pacifica,Pacific_Antwren
pacela1,Myiopagis_subplacens,Pacific_Elaenia
pacfla1,Rhynchocyclus_pacificus,Pacific_Flatbill
packin1,Todiramphus_sacer,Pacific_Kingfisher
pacloo,Gavia_pacifica,Pacific_Loon
pacpar1,Psittacara_strenuus,Pacific_Parakeet
pacpar2,Forpus_coelestis,Pacific_Parrotlet
pacreh1,Egretta_sacra,Pacific_Reef-Heron
pacswa1,Hirundo_tahitica,Pacific_Swallow
pacwoo1,Celeus_lugubris,Pale-crested_Woodpecker
pacwre1,Troglodytes_pacificus,Pacific_Wren
paebla2,Agelasticus_xanthophthalmus,Pale-eyed_Blackbird
paefly1,Myiarchus_cephalotes,Pale-edged_Flycatcher
paethr1,Turdus_leucops,Pale-eyed_Thrush
pafant1,Phlegopsis_borbae,Pale-faced_Bare-eye
pafear1,Upucerthia_saturatior,Patagonian_Forest_Earthcreeper
pafswa1,Orochelidon_flavipes,Pale-footed_Swallow
pagplo,Pluvialis_fulva,Pacific_Golden-Plover
pahjac1,Brachygalba_goeringi,Pale-headed_Jacamar
paibun,Passerina_ciris,Painted_Bunting
paipar1,Pyrrhura_picta,Painted_Parakeet
paipig1,Ducula_pacifica,Pacific_Imperial-Pigeon
paired,Myioborus_pictus,Painted_Redstart
palbun,Emberiza_pallasi,Pallas's_Bunting
palcro2,Corvus_palmarum,Palm_Crow
paldov1,Leptotila_pallida,Pallid_Dove
palhor2,Furnarius_leucopus,Pale-legged_Hornero
palila,Loxioides_bailleui,Palila
palmch1,Dulus_dominicus,Palmchat
palros2,Carpodacus_roseus,Pallas's_Rosefinch
palspi1,Cranioleuca_pallida,Pallid_Spinetail
paltan1,Thraupis_palmarum,Palm_Tanager
paltyr1,Zimmerius_vilissimus,Paltry_Tyrannulet
palwar,Setophaga_palmarum,Palm_Warbler
palwar1,Myiothlypis_signata,Pale-legged_Warbler
pammea1,Sturnella_defilippii,Pampas_Meadowlark
panfly1,Myiarchus_panamensis,Panama_Flycatcher
parant1,Stymphalornis_acutirostris,Parana_Antwren
parant2,Cercomacroides_parkeri,Parker's_Antbird
parauk,Aethia_psittacula,Parakeet_Auklet
pardus2,Nephelornis_oneilli,Pardusco
parfog1,Automolus_paraensis,Para_Foliage-gleaner
parhem1,Hemispingus_parodii,Parodi's_Hemispingus
parjac1,Galbula_dea,Paradise_Jacamar
parjae,Stercorarius_parasiticus,Parasitic_Jaeger
parpet1,Procellaria_parkinsoni,Parkinson's_Petrel
parpip1,Anthus_bogotensis,Paramo_Pipit
parred1,Myioborus_pariae,Paria_Redstart
parsee1,Catamenia_homochroa,Paramo_Seedeater
parshe1,Tadorna_variegata,Paradise_Shelduck
parspi1,Cranioleuca_vulpecula,Parker's_Spinetail
parswi1,Chaetura_egregia,Pale-rumped_Swift
partan1,Tangara_chilensis,Paradise_Tanager
partap1,Scytalopus_canus,Paramillo_Tapaculo
partap2,Scytalopus_opacus,Paramo_Tapaculo
pasfin1,Phrygilus_patagonicus,Patagonian_Sierra-Finch
pasfly,Empidonax_difficilis,Pacific-slope_Flycatcher
pasowl4,Megascops_cooperi,Pacific_Screech-Owl
pastan1,Ramphocelus_passerinii,Passerini's_Tanager
patbar1,Threnetes_leucurus,Pale-tailed_Barbthroat
patcan2,Pseudasthenes_patagonica,Patagonian_Canastero
patfly1,Todirostrum_pictum,Painted_Tody-Flycatcher
patmoc1,Mimus_patagonicus,Patagonian_Mockingbird
pattin1,Tinamotis_ingoufi,Patagonian_Tinamou
pattyr2,Colorhamphus_parvirostris,Patagonian_Tyrant
pattyr3,Inezia_caudata,Pale-tipped_Tyrannulet
pavcuc1,Dromococcyx_pavoninus,Pavonine_Cuckoo
pavpig2,Patagioenas_cayennensis,Pale-vented_Pigeon
pavque1,Pharomachrus_pavoninus,Pavonine_Quetzal
pavthr1,Turdus_obsoletus,Pale-vented_Thrush
pawtru2,Psophia_leucoptera,Pale-winged_Trumpeter
payfin1,Sicalis_lebruni,Patagonian_Yellow-Finch
pbgdov1,Columbina_minuta,Plain-breasted_Ground-Dove
pbmtou1,Andigena_laminirostris,Plate-billed_Mountain-Toucan
pbqdov1,Zentrygon_lawrencii,Purplish-backed_Quail-Dove
pbtman1,Neopelma_pallescens,Pale-bellied_Tyrant-Manakin
pcttyr1,Anairetes_reguloides,Pied-crested_Tit-Tyrant
peaant1,Megastictus_margaritatus,Pearly_Antshrike
peacoq1,Lophornis_pavoninus,Peacock_Coquette
peakit1,Gampsonyx_swainsonii,Pearl_Kite
peapar1,Pyrrhura_lepida,Pearly_Parakeet
peatre1,Margarornis_squamiger,Pearled_Treerunner
pebcon1,Conirostrum_margaritae,Pearly-breasted_Conebill
pebcuc1,Coccyzus_euleri,Pearly-breasted_Cuckoo
pebfin1,Acanthidops_bairdi,Peg-billed_Finch
pebsee1,Sporophila_pileata,Pearly-bellied_Seedeater
pecant1,Herpsilochmus_pectoralis,Pectoral_Antwren
pecpip,Anthus_gustavi,Pechora_Pipit
pecsan,Calidris_melanotos,Pectoral_Sandpiper
pecspa1,Arremon_taciturnus,Pectoral_Sparrow
pedpet1,Pelecanoides_garnotii,Peruvian_Diving-Petrel
peethr1,Margarops_fuscatus,Pearly-eyed_Thrasher
peflov,Agapornis_roseicollis,Rosy-faced_Lovebird
pefpar1,Eupsittula_aurea,Peach-fronted_Parakeet
peipig1,Ducula_latrans,Peale's_Imperial-Pigeon
pelcor,Phalacrocorax_pelagicus,Pelagic_Cormorant
pepowl1,Glaucidium_peruanum,Peruvian_Pygmy-Owl
peptyr1,Atalotriccus_pilaris,Pale-eyed_Pygmy-Tyrant
perant1,Grallaricula_peruviana,Peruvian_Antpitta
perboo1,Sula_variegata,Peruvian_Booby
perfal,Falco_peregrinus,Peregrine_Falcon
perfog1,Automolus_lammi,Pernambuco_Foliage-gleaner
permar1,Progne_murphyi,Peruvian_Martin
permea1,Sturnella_bellicosa,Peruvian_Meadowlark
permet1,Metallura_iracunda,Perija_Metaltail
perpel1,Pelecanus_thagus,Peruvian_Pelican
perpie1,Phlogophilus_harterti,Peruvian_Piedtail
perpig2,Patagioenas_oenops,Peruvian_Pigeon
perpla1,Phytotoma_raimondii,Peruvian_Plantcutter
perrec1,Syndactyla_ucayalae,Peruvian_Recurvebill
persco1,Megascops_roboratus,Peruvian_Screech-Owl
pershe2,Thaumastura_cora,Peruvian_Sheartail
pertap1,Scytalopus_perijanus,Perija_Tapaculo
perter2,Sternula_lorata,Peruvian_Tern
perthi1,Asthenes_perijana,Perija_Thistletail
pertyr1,Zimmerius_viridiflavus,Peruvian_Tyrannulet
perwaa1,Hypocnemis_peruviana,Peruvian_Warbling-Antbird
perwre1,Cinnycerthia_peruana,Peruvian_Wren
pesfin1,Phrygilus_punensis,Peruvian_Sierra-Finch
petkne1,Burhinus_superciliaris,Peruvian_Thick-knee
pettyr1,Hemitriccus_inornatus,Pelzeln's_Tody-Tyrant
pfrpar1,Pyrrhura_pfrimeri,Pfrimer's_Parakeet
phaino,Phainopepla_nitens,Phainopepla
phbfin1,Atlapetes_pallidiceps,Pale-headed_Brushfinch
phecuc1,Dromococcyx_phasianellus,Pheasant_Cuckoo
phivir,Vireo_philadelphicus,Philadelphia_Vireo
phopet1,Pterodroma_alba,Phoenix_Petrel
pibgre,Podilymbus_podiceps,Pied-billed_Grebe
pibtan1,Chlorospingus_inornatus,Pirre_Chlorospingus
picpig2,Patagioenas_picazuro,Picazuro_Pigeon
pictyr1,Ochthoeca_piurae,Piura_Chat-Tyrant
pielap1,Vanellus_cayanus,Pied_Lapwing
piepuf1,Notharchus_tectus,Pied_Puffbird
piesti1,Himantopus_leucocephalus,Pied_Stilt
pifgoo,Anser_brachyrhynchus,Pink-footed_Goose
pifshe,Ardenna_creatopus,Pink-footed_Shearwater
pigdov1,Columbina_picui,Picui_Ground-Dove
piggui,Cepphus_columba,Pigeon_Guillemot
pihwar1,Cardellina_versicolor,Pink-headed_Warbler
piipig1,Ducula_bicolor,Pied_Imperial-Pigeon
piisha1,Phalacrocorax_featherstoni,Pitt_Island_Shag
pilfin1,Coryphospingus_pileatus,Pileated_Finch
pilfly1,Xenotriccus_mexicanus,Pileated_Flycatcher
pilgra1,Acrobatornis_fonsecai,Pink-legged_Graveteiro
pilwoo,Dryocopus_pileatus,Pileated_Woodpecker
pinbit1,Botaurus_pinnatus,Pinnated_Bittern
pinbun,Emberiza_leucocephalos,Pine_Bunting
pinfly1,Empidonax_affinis,Pine_Flycatcher
pingro,Pinicola_enucleator,Pine_Grosbeak
pinjay,Gymnorhinus_cyanocephalus,Pinyon_Jay
pinsis,Spinus_pinus,Pine_Siskin
pinspi1,Synallaxis_infuscata,Pinto's_Spinetail
pinwar,Setophaga_pinus,Pine_Warbler
pipplo,Charadrius_melodus,Piping_Plover
pirfly1,Legatus_leucophaius,Piratic_Flycatcher
pirwar1,Basileuterus_ignotus,Pirre_Warbler
pirwar2,Acrocephalus_vaughani,Pitcairn_Reed-Warbler
pitbec1,Pachyramphus_minor,Pink-throated_Becard
pitbri1,Heliodoxa_gularis,Pink-throated_Brilliant
pitman1,Ilicura_militaris,Pin-tailed_Manakin
pitsni,Gallinago_stenura,Pin-tailed_Snipe
pitwhy,Vidua_macroura,Pin-tailed_Whydah
piwtyr1,Fluvicola_pica,Pied_Water-Tyrant
plaant1,Dysithamnus_mentalis,Plain_Antvireo
placha,Ortalis_vetula,Plain_Chachalaca
plaher1,Phaethornis_pretrei,Planalto_Hermit
plapar1,Brotogeris_tirica,Plain_Parakeet
plapig,Patagioenas_inornata,Plain_Pigeon
plasla1,Thamnophilus_pelzelni,Planalto_Slaty-Antshrike
plasof1,Thripophaga_fusciceps,Plain_Softtail
platap1,Scytalopus_pachecoi,Planalto_Tapaculo
platyr1,Inezia_inornata,Plain_Tyrannulet
platyr2,Phyllomyias_fasciatus,Planalto_Tyrannulet
plawoo1,Dendrocolaptes_platyrostris,Planalto_Woodcreeper
plawre1,Cantorchilus_modestus,Cabanis's_Wren
plawre3,Cantorchilus_zeledoni,Canebrake_Wren
plaxen1,Xenops_minutus,Plain_Xenops
plbant1,Grallaria_haplonota,Plain-backed_Antpitta
plbeme1,Amazilia_leucogaster,Plain-bellied_Emerald
plbpic1,Picumnus_castelnau,Plain-breasted_Piculet
plbthr2,Turdus_reevei,Plumbeous-backed_Thrush
plbwoo1,Dendrocincla_fuliginosa,Plain-brown_Woodcreeper
plcela1,Elaenia_cristata,Plain-crested_Elaenia
plcgrt1,Muscisaxicola_alpinus,Plain-capped_Ground-Tyrant
plcjay1,Cyanocorax_chrysops,Plush-crested_Jay
plcsee1,Catamenia_inornata,Plain-colored_Seedeater
plcspi1,Synallaxis_gujanensis,Plain-crowned_Spinetail
plcsta,Heliomaster_constantii,Plain-capped_Starthroat
plctan1,Tangara_inornata,Plain-colored_Tanager
plctyr1,Phyllomyias_plumbeiceps,Plumbeous-crowned_Tyrannulet
plffal1,Micrastur_plumbeus,Plumbeous_Forest-Falcon
plfrai1,Rallus_wetmorei,Plain-flanked_Rail
plhpar1,Psittacula_cyanocephala,Plum-headed_Parakeet
plover3,Stephanoxis_lalandi,Green-crowned_Plovercrest
plover4,Stephanoxis_loddigesii,Purple-crowned_Plovercrest
plsfin1,Phrygilus_unicolor,Plumbeous_Sierra-Finch
plsvir,Vireo_plumbeus,Plumbeous_Vireo
pltant1,Isleria_hauxwelli,Plain-throated_Antwren
pltcot1,Cotinga_maynana,Plum-throated_Cotinga
pltwre1,Pheugopedius_euophrys,Plain-tailed_Wren
pluant1,Myrmelastes_hyperythrus,Plumbeous_Antbird
pluant3,Dysithamnus_plumbeus,Plumbeous_Antvireo
plueup1,Euphonia_plumbea,Plumbeous_Euphonia
pluhaw,Cryptoleucopteryx_plumbea,Plumbeous_Hawk
pluibi1,Theristicus_caerulescens,Plumbeous_Ibis
plukit1,Ictinia_plumbea,Plumbeous_Kite
plupig2,Patagioenas_plumbea,Plumbeous_Pigeon
plurai1,Pardirallus_sanguinolentus,Plumbeous_Rail
plusee1,Sporophila_plumbea,Plumbeous_Seedeater
plushc1,Catamblyrhynchus_diadema,Plushcap
pluwar1,Setophaga_plumbea,Plumbeous_Warbler
plwant1,Thamnophilus_schistaceus,Plain-winged_Antshrike
plwant2,Myrmotherula_behni,Plain-winged_Antwren
plwduc1,Dendrocygna_eytoni,Plumed_Whistling-Duck
plwwoo1,Dendrocincla_turdina,Plain-winged_Woodcreeper
pmtspi1,Leptasthenura_aegithaloides,Plain-mantled_Tit-Spinetail
pnbfin1,Atlapetes_pallidinucha,Pale-naped_Brushfinch
pogdov1,Gallicolumba_erythroptera,Polynesian_Ground-Dove
poipig1,Ducula_aurorae,Polynesian_Imperial-Pigeon
polsta1,Aplonis_tabuensis,Polynesian_Starling
polswi1,Aerodramus_leucophaeus,Polynesian_Swiftlet
poltri1,Lalage_maculosa,Polynesian_Triller
pomcot1,Xipholena_punicea,Pompadour_Cotinga
pomjae,Stercorarius_pomarinus,Pomarine_Jaeger
poouli,Melamprosops_phaeosoma,Poo-uli
pospet1,Nesofregetta_fuliginosa,Polynesian_Storm-Petrel
potpal1,Berlepschia_rikeri,Point-tailed_Palmcreeper
powwoo1,Campephilus_pollens,Powerful_Woodpecker
prafal,Falco_mexicanus,Prairie_Falcon
prawar,Setophaga_discolor,Prairie_Warbler
prbbar1,Semnornis_frantzii,Prong-billed_Barbet
prgspa,Melozone_biarcuata,Prevost's_Ground-Sparrow
prowar,Protonotaria_citrea,Prothonotary_Warbler
prsowl,Megascops_nudipes,Puerto_Rican_Screech-Owl
ptmgem,Lampornis_calolaemus,Purple-throated_Mountain-gem
ptpfin1,Embernagra_longicauda,Pale-throated_Pampa-Finch
ptwfin1,Poospiza_alticola,Plain-tailed_Warbling-Finch
puaioh,Myadestes_palmeri,Puaiohi
pubcot1,Cotinga_cotinga,Purple-breasted_Cotinga
pubjay1,Cyanocorax_beecheii,Purplish-backed_Jay
pubsun1,Aglaeactis_aliciae,Purple-backed_Sunbeam
pubtho1,Ramphomicron_microrhynchum,Purple-backed_Thornbill
pubwhi1,Urosticte_benjamini,Purple-bibbed_Whitetip
pucfai1,Heliothryx_barroti,Purple-crowned_Fairy
puchum1,Amazilia_rosenbergi,Purple-chested_Hummingbird
pucwoo1,Myrtis_fanny,Purple-collared_Woodstar
pugtyr1,Muscisaxicola_juninensis,Puna_Ground-Tyrant
pumstp1,Oceanites_pincoyae,Pincoya_Storm-Petrel
pumtan2,Iridosornis_porphyrocephalus,Purplish-mantled_Tanager
puncan1,Asthenes_sclateri,Puna_Canastero
punibi1,Plegadis_ridgwayi,Puna_Ibis
punmin1,Geositta_punensis,Puna_Miner
punplo1,Charadrius_alticola,Puna_Plover
punsni1,Gallinago_andina,Puna_Snipe
puntap1,Scytalopus_simonsi,Puna_Tapaculo
puntea1,Anas_puna,Puna_Teal
punthi1,Asthenes_helleri,Puna_Thistletail
puntin1,Tinamotis_pentlandii,Puna_Tinamou
purbul1,Loxigilla_portoricensis,Puerto_Rican_Bullfinch
pureme1,Chlorostilbon_maugaeus,Puerto_Rican_Emerald
purfin,Haemorhous_purpureus,Purple_Finch
purfly1,Myiarchus_antillarum,Puerto_Rican_Flycatcher
purgal2,Porphyrio_martinicus,Purple_Gallinule
purher1,Ardea_purpurea,Purple_Heron
purhon1,Cyanerpes_caeruleus,Purple_Honeycreeper
purjac1,Galbula_chalcothorax,Purplish_Jacamar
purjac2,Galbalcyrhynchus_purusianus,Purus_Jacamar
purjay1,Cyanocorax_cyanomelas,Purplish_Jay
purlic1,Coccyzus_vieilloti,Puerto_Rican_Lizard-Cuckoo
purmar,Progne_subis,Purple_Martin
purnig1,Antrostomus_noctitherus,Puerto_Rican_Nightjar
purpar1,Amazona_vittata,Puerto_Rican_Parrot
pursan,Calidris_maritima,Purple_Sandpiper
purspi,Spindalis_portoricensis,Puerto_Rican_Spindalis
purswa3,Porphyrio_poliocephalus,Gray-headed_Swamphen
purswa6,Porphyrio_melanotus,Australasian_Swamphen
purtan1,Nesospingus_speculiferus,Puerto_Rican_Tanager
purtod1,Todus_mexicanus,Puerto_Rican_Tody
purvir1,Vireo_latimeri,Puerto_Rican_Vireo
purwoo1,Melanerpes_portoricensis,Puerto_Rican_Woodpecker
putcar1,Eulampis_jugularis,Purple-throated_Carib
